id,bai,tieude,noidung
197,Bài 10: DOM Elements trong javascript,"3, Lời kết.","-Qua phần trên mình đã giới thiệu xong đến mọi người cơ bản vềDOM elements trong javascript rồi, phía trên mình có sử dụng hàminnerHTMLmà chưa giải thích, các bạn tạm thời cứ dùng như thế đã phần sau mình sẽ giải thích về nó.

```js
innerHTML
```"
198,Bài 11: DOM HTML trong javascript,Giới thiệu,Sau khi đã tìm kiếm được các thẻ HTML trong javascript thì giờ chúng ta sẽ cùng đi tìm hiểu các hàm tác động vào nó. Cụ thể bài này chúng ta sẽ tìm hiểu các hàm lấy ra giá trị của các thẻ HTML đó.
199,Bài 11: DOM HTML trong javascript,Lấy nội dung,"-Để lấy nội dung bên trong thẻ HTMl chúng ta sử dụng cú pháp:

```js
element.innerHTML
```

```js
element.innerHTML
```
-Trong đó:elementlà các đối tượng HTML (được gọi bằng các phương thức getElement...).
VD:

```js
//lấy nội dung của thẻ có id = hello
var content = document.getElementById('hello').innerHTML;
//in ra nội dung của thẻ đó.
alert(content);
```

```js
//lấy nội dung của thẻ có id = hello
var content = document.getElementById('hello').innerHTML;
//in ra nội dung của thẻ đó.
alert(content);
```
Xem Kết Quả"
200,Bài 11: DOM HTML trong javascript,Thay đổi nội dung,"-Để thay đổi nội dung cho thẻ HTML đó thì các bạn chỉ sử dụng cú pháp:

```js
element.innerHTML = 'Giá trị mới';
```

```js
element.innerHTML = 'Giá trị mới';
```
-Trong đó:elementlà các đối tượng HTML (được gọi bằng các phương thức getElement...).
VD:

```js
//thay đổi nội dung của thẻ có id = hello
document.getElementById('hello').innerHTML = 'Học javascript cơ bản';
```

```js
//thay đổi nội dung của thẻ có id = hello
document.getElementById('hello').innerHTML = 'Học javascript cơ bản';
```
Xem Kết Quả"
201,Bài 11: DOM HTML trong javascript,Lấy và thay đổi nội dung dưới dạng văn bản.,"-Nếu như bạn muốn lấy nội dung text, hay thay đổi nội dung dưới dạng dữ liệu thô thì các bạn chỉ cần thay thuộc tínhinnerHTMLthànhinnerText.

```js
innerHTML
```

```js
innerText
```
VD: Lấy nội dung text của thẻ HTML.

```js
//lấy nội dung của thẻ có id = hello
var content = document.getElementById('hello').innerText;
//in ra nội dung của thẻ đó.
alert(content);
```

```js
//lấy nội dung của thẻ có id = hello
var content = document.getElementById('hello').innerText;
//in ra nội dung của thẻ đó.
alert(content);
```
Xem Kết Quả
VD: Thay đổi nội dung của một thẻ HTML dưới dạng thô.

```js
//thay đổi nội dung của thẻ có id = hello
var content = document.getElementById('hello').innerText = '<b>Học javascript cơ bản</b>';
```

```js
//thay đổi nội dung của thẻ có id = hello
var content = document.getElementById('hello').innerText = '<b>Học javascript cơ bản</b>';
```
Xem Kết Quả"
202,Bài 11: DOM HTML trong javascript,Tạo ra các attribute cho thẻ HTML,"-Để tạo ra các attribute có các thẻ HTML chúng ta sử dụng cú pháp:

```js
element.setAttribute('attrName','attrValue');
```

```js
element.setAttribute('attrName','attrValue');
```
Trong đó:
VD:tạo ra attribute có tên là data-id và có giá trị = 5.

```js
<!DOCTYPE html>
<html>

<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com javascript</title>
</head>

<body>
    <div id=""hello"" data-id='javascript'>  Chào mừng các bạn đến với <a href=""http://.com"">website học lập trình online</a> </div>
    <div class=""toidicode"">TOIDICODE.COM 
    </div>
    
    <script type=""text/javascript"">
        //tạo ra data-id cho thẻ có id = hello
        document.getElementById('hello').setAttribute('data-id','5');
    </script>
</body>

</html>
```

```js
<!DOCTYPE html>
<html>

<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com javascript</title>
</head>

<body>
    <div id=""hello"" data-id='javascript'>  Chào mừng các bạn đến với <a href=""http://.com"">website học lập trình online</a> </div>
    <div class=""toidicode"">TOIDICODE.COM 
    </div>
    
    <script type=""text/javascript"">
        //tạo ra data-id cho thẻ có id = hello
        document.getElementById('hello').setAttribute('data-id','5');
    </script>
</body>

</html>
```
Xem Kết Quả"
203,Bài 11: DOM HTML trong javascript,Lấy ra giá trị của các attribute,"-Để lấy ra giá trị của các attribute trong thẻ HTML chúng ta sử dụng cú pháp:

```js
element.getAttribute('AttrName');
```

```js
element.getAttribute('AttrName');
```
Trong đó:
VD: lấy ra giá trị data-id của thẻ HTML có id= hello.

```js
<!DOCTYPE html>
<html>

<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com javascript</title>
</head>

<body>
    <div id=""hello"" data-id='javascript'>  Chào mừng các bạn đến với <a href=""http://.com"">website học lập trình online</a> </div>
    <div class=""toidicode"">TOIDICODE.COM 
    </div>
    
    <script type=""text/javascript"">
        //lấy nội dung data-id của thẻ có id = hello
        var content = document.getElementById('hello').getAttribute('data-id');
        //in ra thông nội dung lấy được.
        alert(content);
    </script>
</body>

</html>
```

```js
<!DOCTYPE html>
<html>

<head>
    <meta charset=""utf-8"">
    <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
    <title>Toidicode.com javascript</title>
</head>

<body>
    <div id=""hello"" data-id='javascript'>  Chào mừng các bạn đến với <a href=""http://.com"">website học lập trình online</a> </div>
    <div class=""toidicode"">TOIDICODE.COM 
    </div>
    
    <script type=""text/javascript"">
        //lấy nội dung data-id của thẻ có id = hello
        var content = document.getElementById('hello').getAttribute('data-id');
        //in ra thông nội dung lấy được.
        alert(content);
    </script>
</body>

</html>
```
Xem Kết Quả"
204,Bài 11: DOM HTML trong javascript,"3, Lời Kết.","-Như vậy mình đã giới thiệu xong đến mọi người cơ bản vềDOM HTML trong javascript rồi, còn các vấn đề liên quan đến series thực hành mình sẽ nói sau.
Chúc các bạn học tốt!"
205,Bài 7: Hàm trong javascript,Giới thiệu,"Ở cách phần trước chúng ta đã được tìm hiểu qua các khái niệm và cách sử dụng cáccâu lệnh rẽ nhánh, vàvòng lặpBài hôm nay chúng ta sẽ tiếp tục đi tìm hiểu khái niệm hàm và cách sử dụng hàm trong javascript."
206,Bài 7: Hàm trong javascript,"1, Hàm là gì?","-Hàm là một hoặc nhiều đoạn mã được viết ra để thực thi một hoặc nhiều hành động khi gọi nó, hàm có khả năng gọi đi gọi lại được. VD như thay vì tính tích của 2 số nhất định chúng ta có thể sử dụng hàm để tính tích của 2 số bất kỳ mà chúng ta muốn."
207,Bài 7: Hàm trong javascript,"2, Cấu trúc của hàm.","-Hàm trong javascript khai báo cũng giống như trong javascript, là bắt đầu phải có từ khóafunctionvới các dạng như sau:

```js
function
```"
208,Bài 7: Hàm trong javascript,Hàm cơ bản,"-Đây là dạng cơ bản nhất của hàm trong javascript, có cú pháp như sau:

```js
function funName() {
	//code
}
```

```js
function funName() {
	//code
}
```
Trong đó:funName là tên của hàm mà các bạn muốn đặt còn function là từ khóa bắt buộc.
VD: Tạo hàm lấy tên website.

```js
function getWebsite() {
    document.write('http://toidicode.com');
}
```

```js
function getWebsite() {
    document.write('http://toidicode.com');
}
```"
209,Bài 7: Hàm trong javascript,Hàm có tham số truyền vào,"-Đây là một dạng hàm rất hay được sử dụng trong dự án.
Cú pháp:

```js
function funName(param_1, ..., pram_n) {
	//code
}
```

```js
function funName(param_1, ..., pram_n) {
	//code
}
```
Trong đó:
VD: Tạo hàm tính tổng của 2 số bất kì.

```js
function getSum(a, b) {
	document.write('Tổng: ' + (a + b));
}
```

```js
function getSum(a, b) {
	document.write('Tổng: ' + (a + b));
}
```"
210,Bài 7: Hàm trong javascript,Hàm có tham số mặc định,"-Đây thực ra là dạng hàm có truyền tham số và đồng thời xét luôn giá trị mặc định cho các tham số đó.
Cú pháp:

```js
function funName(param_1 = value_1, ..., pram_n = value_2) {
	//code
}
```

```js
function funName(param_1 = value_1, ..., pram_n = value_2) {
	//code
}
```
Trong đó:
VD: với hàmgetSumở trên mình sẽ xét tham số mặc định cho nó.

```js
function getSum(a = 1, b = 2) {
	document.write('Tổng: ' + (a + b));
}
```

```js
function getSum(a = 1, b = 2) {
	document.write('Tổng: ' + (a + b));
}
```"
211,Bài 7: Hàm trong javascript,Hàm có giá trị trả về và không,"-Trong javascript có hai loại hàm,đó là hàm có giá trị trả về và hàm không có giá trị trả về.
VD: khai báo hàm getSum ở trên là hàm có giá trị trả về.

```js
function getSum(a = 1, b = 2) {
	return a + b;
}
```

```js
function getSum(a = 1, b = 2) {
	return a + b;
}
```"
212,Bài 7: Hàm trong javascript,"3, Gọi hàm.",-Sau khi đã tạo được hàm thì giờ các bạn chỉ cần gọi hàm thôi.
213,Bài 7: Hàm trong javascript,Hàm cơ bản,"-Để gọi hàm này các bạn sử dụng cú pháp:

```js
funName();
```

```js
funName();
```
Trong đó: funName là tên của hàm các bạn muốn gọi.
VD: Gọi hàmgetWebsiteở trên.

```js
getWebsite
```

```js
getWebsite();
```

```js
getWebsite();
```
Xem Kết Quả"
214,Bài 7: Hàm trong javascript,Hàm có tham số truyền vào,"-Để gọi dạng hàm này thì các bạn cũng dùng cú pháp như hàm cơ bản, nhưng đồng thời các bạn truyền thêm các param vào theo cú pháp:

```js
funName(param_1, ..., param_n);
```

```js
funName(param_1, ..., param_n);
```
VD: Ta sẽ gọi hàmgetSumở trên.

```js
getSum
```

```js
getSum(5, 6);
```

```js
getSum(5, 6);
```
Xem Kết Quả"
215,Bài 7: Hàm trong javascript,Hàm có tham số mặc định,"-Để gọi dạng hàm này chúng ta có thể sử dụng cách gọi hàm cơ bản nếu không muốn truyền tham số, và cách gọi hàm có tham số truyền vào nếu muốn truyền tham số cho hàm.
VD: Mình sẽ gọi hàmgetSumtheo 2 cách.

```js
getSum
```

```js
getSum();
//tạo khoảng ngăn cách cho các bạn dễ nhìn
document.write('<br>__________________________________<br>');
getSum(4, 5);
```

```js
getSum();
//tạo khoảng ngăn cách cho các bạn dễ nhìn
document.write('<br>__________________________________<br>');
getSum(4, 5);
```
Xem Kết Quả"
216,Bài 7: Hàm trong javascript,Hàm có giá trị trả về và không,"-Hàm này thì các bạn gọi như các ví dụ trên nhé.
VD: Mình sẽ gọi hàmgetSumở trên.

```js
getSum
```

```js
var kq1 = getSum();
//in kết quả hàm trả về
document.write(kq1);
//tạo khoảng ngăn cách cho các bạn dễ nhìn
document.write('<br>__________________________________<br>');
var kq2 = getSum(4, 5);
//in kết quả hàm trả về
document.write(kq2);
```

```js
var kq1 = getSum();
//in kết quả hàm trả về
document.write(kq1);
//tạo khoảng ngăn cách cho các bạn dễ nhìn
document.write('<br>__________________________________<br>');
var kq2 = getSum(4, 5);
//in kết quả hàm trả về
document.write(kq2);
```
Xem Kết Quả"
217,Bài 7: Hàm trong javascript,"4, Các ràng buộc của tên hàm.","-Javascript cũng giống như các ngôn ngữ khác nó cũng có các ràng buộc về tên hàm sau đây:

```js
_
```

```js
_
```"
218,Bài 7: Hàm trong javascript,"5, Lời kết.","-Như vậy phần này mình đã giới thiệu với các bạn về hàm trong javascript rồi, phần tiếp theo mình sẽ giới thiệu với bạncác hàm xuất ra notification(thông báo) trên trình duyệt trong javascript."
219,Bài 2: Hằng và biến trong Javascript,Giới thiệu,"Bài trướcchúng ta đã tìm hiểu qua về khái niệm, cách sử dụng và viết chương trình helloword bằng javascript rồi, bài này chúng ta tiếp tục tìm hiểu về hằng và biến trong javascript."
220,Bài 2: Hằng và biến trong Javascript,"1, Hằng trong javascript.","-Để khai báohằngtrong javascript chúng ta sử dụng cú pháp:

```js
const tenHang = giatri;
```

```js
const tenHang = giatri;
```
Trong đó:
Chú ý:Tên Hằng phải được đặt theo quy tắc sau đây
VD:

```js
const MyConst = 4; // đúng
	const _MyConst = 4; // đúng
	const __MyConst = 4; // đúng
	const MyConst1 = 4; // đúng
	const _MyConst1 = 4; // đúng
	const __MyConst1 = 4; // đúng
	const 90MyConst1 = 4; // sai
	const -MyConst1 = 4; // sai
```

```js
const MyConst = 4; // đúng
	const _MyConst = 4; // đúng
	const __MyConst = 4; // đúng
	const MyConst1 = 4; // đúng
	const _MyConst1 = 4; // đúng
	const __MyConst1 = 4; // đúng
	const 90MyConst1 = 4; // sai
	const -MyConst1 = 4; // sai
```"
221,Bài 2: Hằng và biến trong Javascript,"2, Biến trong javascript.","-Trong javascript chúng ta có thể khai báo biến bằng các cách sau đây:
Cách 1: Sử dụng từ khóa var.

```js
var tenBien = giaTri;
```

```js
var tenBien = giaTri;
```
Cách 2: Không cần sử dụng từ khóa.

```js
tenBien = giaTri
```

```js
tenBien = giaTri
```
Trong đó:
Chú ý:Tên Biến phải được đặt theo quy tắc sau đây
VD:

```js
var MyVariable = 4; // đúng
	var _MyVariable = 4; // đúng
	var __MyVariable = 4; // đúng
	var MyVariable1 = 4; // đúng
	var _MyVariable1 = 4; // đúng
	var __MyVariable1 = 4; // đúng
	var 90MyVariable1 = 4; // sai
	var -MyVariable1 = 4; // sai
```

```js
var MyVariable = 4; // đúng
	var _MyVariable = 4; // đúng
	var __MyVariable = 4; // đúng
	var MyVariable1 = 4; // đúng
	var _MyVariable1 = 4; // đúng
	var __MyVariable1 = 4; // đúng
	var 90MyVariable1 = 4; // sai
	var -MyVariable1 = 4; // sai
```"
222,Bài 2: Hằng và biến trong Javascript,"3, Kiểu dữ liệu trong Javascript.","-Cũng giống như trongPHPbiến và hằng trong javascript cũng tự detect kiểu dữ liệu của biến và hằng.
VD:

```js
var a = 5; //dữ liệu kiểu int
var a = 5.65; //dữ liệu kiểu float
var a = 'Toidicode'; //dữ liệu kiểu string
var a = [1, 2, 3, 5, 9]; //dữ liệu kiểu array
var a = new Array(1, 2, 3, 5, 9); //dữ liệu kiểu array
var a = {'b': 4, 'c': 5}; //dữ liệu kiểu object
```

```js
var a = 5; //dữ liệu kiểu int
var a = 5.65; //dữ liệu kiểu float
var a = 'Toidicode'; //dữ liệu kiểu string
var a = [1, 2, 3, 5, 9]; //dữ liệu kiểu array
var a = new Array(1, 2, 3, 5, 9); //dữ liệu kiểu array
var a = {'b': 4, 'c': 5}; //dữ liệu kiểu object
```"
223,Bài 2: Hằng và biến trong Javascript,"4, Hiển thị nội dung ra trình duyệt.","-Trong javascript bạn có thể hiển thị nội dung ra trình duyệt bằng rất nhiều cách, nhưng trong phần này mình sẽ chỉ hướng dẫn mọi người 2 cách thông dụng nhất để các bạn có thể kiểm tra được dữ liệu.
Cách 1: dùng document.write() hoặc document.writeln().

```js
var a = 'toidicode.com';
document.write(a);
```

```js
var a = 'toidicode.com';
document.write(a);
```
Xem Kết Quả
Chú ý: Cách này không thể in ra được thông tin của object.
Cách 2: dùng console.log().

```js
var a = 'toidicode.com';
	console.log(a);
```

```js
var a = 'toidicode.com';
	console.log(a);
```
Xem Kết Quả
-Cách này có thể xuất được nội dung của tất cả các dạng dữ liệu và để xem được hiển thị của nó thì các bạn cần phải bật cửa sổ console của trình duyệt (thường ấn f12)."
224,Bài 2: Hằng và biến trong Javascript,"5, Lời kết.","-Qua phần này mình đã giới thiệu với mọi người về hằng và biến trong javascript, tuy nó rất là basic nhưng mọi người cũng nên chú ý vì sau này phải sử dụng nó rất là nhiều đấy."
225,Bài 8: Hiển thị thông báo ra màn hình trong javascript,Giới thiệu,"Đúng như tiêu đề thì bài này chúng ta sẽ tìm hiểu về các hàm hiển thị thông báo ra màn hình trong javascript. Cụ thể là ba hàm alert(), confirm(), prompt()."
226,Bài 8: Hiển thị thông báo ra màn hình trong javascript,"1, Hàm alert().","-Hàm alert() trong javascript có nhiệm vụ hiển thị ra màn hình một hộp thoại kèm theo nội dung do chúng ta setup.

Cú pháp:

```js
alert(content);
```

```js
alert(content);
```
Trong đó:contentlà nội dung mà các bạn muốn hiển thị ra ngoài màn hình, có thể là biến, hằng,...
VD: Thông báo ra màn hình chữ: 'học lập trình online toidicode.com'.

```js
alert('học lập trình online toidicode.com');
```

```js
alert('học lập trình online toidicode.com');
```
Xem Kết Quả"
227,Bài 8: Hiển thị thông báo ra màn hình trong javascript,"2, Hàm Confirm().","-Hàm này cũng có tác dụng tạo ta các thông báo trên màn hình như hàmalert()và đồng thời kèm theo 2 button OK, hủy(tùy theo ngôn ngữ của trình duyệt có thể sẽ khác). Khi của sổ hiện nên nếu như người dùng chọn OK thì nó sẽ trả về TRUE và ngược lại thì nó sẽ trả về FALSE.

```js
alert()
```

Cú pháp:

```js
confirm(content);
```

```js
confirm(content);
```
Trong đó:contentlà nội dung mà các bạn muốn hiển thị ra ngoài màn hình, có thể là biến, hằng,...
VD: Hiển thị ra màn hình đoạn text 'Bạn có phải là fan của toidicode.com không?' và kiểm tra nếu như người dùng chọn Ok thì in ra chữ'Cảm ơn bạn rất nhiều!' còn chọn hủy thì in ra chữ 'Sao thế bạn?'

```js
if (confirm('Bạn có phải là fan của toidicode.com không?')) {
    document.write('Cảm ơn bạn rất nhiều!');
} else {
    document.write('Sao thế bạn?');
}
```

```js
if (confirm('Bạn có phải là fan của toidicode.com không?')) {
    document.write('Cảm ơn bạn rất nhiều!');
} else {
    document.write('Sao thế bạn?');
}
```
Xem Kết Quả"
228,Bài 8: Hiển thị thông báo ra màn hình trong javascript,"3, Hàm Prompt().","-Hàm này sẽ hiển thị ra màn hình một thông báo kèm theo một ô input cho chúng ta nhập vào nội dung. Nếu người dùng chọn hủy thì nó sẽ trả về FALSE, nếu người dùng nhập nội dung và ấn ok thì nó sẽ trả về nội dung đó.

Cú pháp:

```js
prompt(content);
```

```js
prompt(content);
```
Trong đó:contentlà nội dung mà các bạn muốn hiển thị ra ngoài màn hình, có thể là biến, hằng,...
VD: Hiển thị ra màn hình một prompt kèm thông báo 'Chào bạn, năm nay bạn bao nhiêu tuổi?' nếu người dùng ấn hủy thì sẽ in ra dòng chữ 'Sao không trả lời à bạn?' còn nếu người dùng nhập nội dung và ấn ok thì sẽ in ra nội dung mà người dùng vừa nhập.

```js
if (result = prompt('Chào bạn, năm nay bạn bao nhiêu tuổi?')) {
    document.write(result);
} else {
    document.write('Sao không trả lời à bạn?');
}
```

```js
if (result = prompt('Chào bạn, năm nay bạn bao nhiêu tuổi?')) {
    document.write(result);
} else {
    document.write('Sao không trả lời à bạn?');
}
```
Xem Kết Quả"
229,Bài 8: Hiển thị thông báo ra màn hình trong javascript,"4, Lời kết.",-Như vậy qua phần này mình đã giới thiệu với các bạn ba hàm hiển thị thông báo ra trình duyệt trong javascript rồi. Phần tiếp theo chúng ta sẽ tìm hiểu về mảng trong javascript.
230,"Bài 6: Lệnh break, continue trong javascript",Giới thiệu,"Trong thực tế chương trình của chúng ta sẽ không được chơn chu như mình thường mà đôi khi chúng ta sẽ cần phải dừng chương trình hay chuyển tới một đoạn nào đó, và bài hôm nay chúng ta sẽ tìm hiểu về lệnh break,continue để giải quyết vấn đề trên."
231,"Bài 6: Lệnh break, continue trong javascript","1, Break.","-Lệnh break trong javascript sẽ có tác dụng dừng vòng lặp trong chương trình.
VD: Dùng break để dừng vòng lặp.

```js
//khởi tạo vòng lặp chạy từ 0 đến 10
for (var i = 0; i <= 10; i++) {
    //in ra i hiện tại
    document.write(i);
    //nếu i = 5 thì dừng vòng lặp
    if (i == 5) {
        break;
    }
}
```

```js
//khởi tạo vòng lặp chạy từ 0 đến 10
for (var i = 0; i <= 10; i++) {
    //in ra i hiện tại
    document.write(i);
    //nếu i = 5 thì dừng vòng lặp
    if (i == 5) {
        break;
    }
}
```
Xem Kết Quả"
232,"Bài 6: Lệnh break, continue trong javascript","2, Continue.","-Continue trong javascript có tác dụng bỏ qua các dòng lệnh phía sau nó và nhảy qua tiến trình lặp tiếp theo.

```js
//khởi tạo vòng lặp chạy từ 0 đến 10
for (var i = 0; i <= 10; i++) {
    //nếu i = 5 thì bỏ qua vòng lặp
    if (i == 5) {
        continue;
    }
    //in ra i hiện tại
    document.write(i + '<br>');
}
```

```js
//khởi tạo vòng lặp chạy từ 0 đến 10
for (var i = 0; i <= 10; i++) {
    //nếu i = 5 thì bỏ qua vòng lặp
    if (i == 5) {
        continue;
    }
    //in ra i hiện tại
    document.write(i + '<br>');
}
```
Xem Kết Quả
-Các bạn xem kết quả và cảm nhận nhé!"
233,"Bài 6: Lệnh break, continue trong javascript","3, Lời Kết.","-Sau phần này mình hi vọng các bạn sẽ hiểu thêm về lệnh break,continue trong javascript. Bài tiếp theo chúng ta sẽ tìm hiểu về hàm trong javascript."
234,Bài 9: Mảng trong javascript,Giới thiệu,"Ở phầnhằng và biến trong javascriptmình cũng có nói qua về cách khai báo mảng trong javascript rồi. Nhưng đó mới chỉ là mức độ khai báo còn sử dụng thì mình chưa nói, nên bài này mình sẽ giới thiệu lại với mọi người về mảng trong javascript một cách chi tiết hơn."
235,Bài 9: Mảng trong javascript,"1, Khai báo mảng.",-Ở trong javascript chúng ta có thể khai báo mảng bằng 2 cách sau đây:
236,Bài 9: Mảng trong javascript,Khai báo bằng dấu [],"-Đối với cách này các bạn khai báo theo cú pháp sau:

```js
var arr = [value1, value2, ..., valuen];
```

```js
var arr = [value1, value2, ..., valuen];
```
Trong đó:
VD: Khai báo mảng arr gồm các số: 1,2,4,5,9,6 bằng dấu[].

```js
[]
```

```js
var arr = [1, 2, 4, 5, 9, 6];
```

```js
var arr = [1, 2, 4, 5, 9, 6];
```"
237,Bài 9: Mảng trong javascript,Khai báo bằng new Array(),"-Đối với cách này các bạn khai báo với cú pháp như sau:

```js
var arr = new Array(value1, value2, ..., valuen);
```

```js
var arr = new Array(value1, value2, ..., valuen);
```
Trong đó:
VD: Khai báo mảng arr gồm các số: 1,2,4,5,9,6 bằng từ khóanew Arrray().

```js
new Arrray()
```

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
```

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
```"
238,Bài 9: Mảng trong javascript,"2, Truy xuất mảng.","-Sau khi đã tạo được mảng rồi thì chúng ta cần phải truy xuất thông tin của mảng. Để có thể lấy ra giá trị của một thành phần trong mảng thì chúng ta sử dụng cú pháp sau:

```js
arr[index];
```

```js
arr[index];
```
Trong đó: arrlà tên biến mảng,indexlà vị trí của mảng(bắt đầu từ 0).
VD:

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
alert(arr[1]);
//result: 2
```

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
alert(arr[1]);
//result: 2
```
Xem Kết Quả"
239,Bài 9: Mảng trong javascript,"3, Các hàm xử lý mảng.",-Sau đây mình xin tổng hợp lại các hàm xử lý mảng mà javascript đã tích hợp sẵn cho chúng ta.
240,Bài 9: Mảng trong javascript,Length,"-Đây là mộtthuộc tínhtrong mảng, trả về số lượng phần tử đang có trong mảng.
Cú pháp:

```js
arr.length;
```

```js
arr.length;
```
Trong đó:arr là tên của biến mảng.
VD:

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
alert(arr.length);
```

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
alert(arr.length);
```
Xem Kết Quả"
241,Bài 9: Mảng trong javascript,Hàm join(),"-Hàm này có tác dụng gộp tất cả các phần tử có trong mảng thành một chuỗi.
Cú Pháp:

```js
arr.join(string);
```

```js
arr.join(string);
```
Trong đó:

```js
,
```
VD:

```js
//gộp mảng mặc định
document.write(arr.join() + '<br>');
//result: 1,2,4,5,9,6
//gộp mảng ngăn cách nhau bằng -
document.write(arr.join('-') + '<br>');
//result: 1-2-4-5-9-6
```

```js
//gộp mảng mặc định
document.write(arr.join() + '<br>');
//result: 1,2,4,5,9,6
//gộp mảng ngăn cách nhau bằng -
document.write(arr.join('-') + '<br>');
//result: 1-2-4-5-9-6
```
Xem Kết Quả"
242,Bài 9: Mảng trong javascript,Hàm valueOf(),"-Hàm này tương tự như hàmjoin(), nhưng chỉ có thể nối các phần tử trong mảng bằng dấy,thôi.

```js
join()
```

```js
,
```"
243,Bài 9: Mảng trong javascript,Hàm push(),"-Hàm này có tác dụng thêmmột hoặc nhiềuphần tử vào cuối mảng.
VD:

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
document.write(arr.join() + '<br>');
//thêm 7 vào mảng
arr.push(7);
document.write(arr.join() + '<br>');
//thêm 3,8 vào mảng
arr.push(3,8);
document.write(arr.join() + '<br>');
```

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
document.write(arr.join() + '<br>');
//thêm 7 vào mảng
arr.push(7);
document.write(arr.join() + '<br>');
//thêm 3,8 vào mảng
arr.push(3,8);
document.write(arr.join() + '<br>');
```
Xem Kết Quả"
244,Bài 9: Mảng trong javascript,Hàm pop(),"-Hàm này có tác dụng xóa phần tử cuối cùng trong mảng.
VD:

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
document.write(arr.join() + '<br>');
//xóa phần tử cuối
arr.pop();
document.write(arr.join() + '<br>');
```

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
document.write(arr.join() + '<br>');
//xóa phần tử cuối
arr.pop();
document.write(arr.join() + '<br>');
```
Xem Kết Quả"
245,Bài 9: Mảng trong javascript,Hàm unshift(),"-Hàm này có tác dụng thêmmột hoặc nhiều phần tửvào đầu mảng.
VD:

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
document.write(arr.join() + '<br>');
//thêm 7 vào mảng
arr.unshift(7);
document.write(arr.join() + '<br>');
//thêm 3,8 vào mảng
arr.unshift(3, 8);
document.write(arr.join() + '<br>');
```

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
document.write(arr.join() + '<br>');
//thêm 7 vào mảng
arr.unshift(7);
document.write(arr.join() + '<br>');
//thêm 3,8 vào mảng
arr.unshift(3, 8);
document.write(arr.join() + '<br>');
```
Xem Kết Quả"
246,Bài 9: Mảng trong javascript,Hàm shift(),"-Hàm này có tác dụng xóa phần tử đầu tiên của mảng.
VD:

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
document.write(arr.join() + '<br>');
//xóa phần tử đầu
arr.shift();
document.write(arr.join() + '<br>');
```

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
document.write(arr.join() + '<br>');
//xóa phần tử đầu
arr.shift();
document.write(arr.join() + '<br>');
```
Xem Kết Quả"
247,Bài 9: Mảng trong javascript,Hàm splice(),"-Hàm này có tác dụng thêm phần tử vào mảng theo một vị trí xác định.
Cú pháp:

```js
arr.splice(index, howmany, item1, ....., itemX)
```

```js
arr.splice(index, howmany, item1, ....., itemX)
```
Trong đó:
VD:

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
document.write(arr.join() + '<br>');
//thêm 2 phần tử vào vị trí thứ 1 và 0 xóa phần tử nào
arr.splice(1, 0, 3, 8);
document.write(arr.join() + '<br>');
```

```js
var arr = new Array(1, 2, 4, 5, 9, 6);
document.write(arr.join() + '<br>');
//thêm 2 phần tử vào vị trí thứ 1 và 0 xóa phần tử nào
arr.splice(1, 0, 3, 8);
document.write(arr.join() + '<br>');
```
Xem Kết Quả"
248,Bài 9: Mảng trong javascript,Hàm concat(),"-Hàm này có tác dụng ghép 2 mảng lại với nhau.
VD:

```js
var arr1 = new Array(1, 2, 4, 5, 9, 6);
var arr2 = new Array(3, 8, 7);
document.write(arr1.concat(arr2) + '<br>');
```

```js
var arr1 = new Array(1, 2, 4, 5, 9, 6);
var arr2 = new Array(3, 8, 7);
document.write(arr1.concat(arr2) + '<br>');
```
Xem Kết Quả"
