id,bai,tieude,noidung
642,Cấu trúc lặp trong Javascript,Thoát vòng lặp trong JavaScript,"Các ví dụ trên luôn có điều kiện để thoát khỏi vòng lặp. Nghĩa là bất cứ khi nàoconditioncó giá trịfalsythì vòng lặp sẽ dừng lại.
Tuy nhiên, bạn có thể chủ động dừng vòng lặp bất cứ khi nào bằng cách sử dụng từ khóabreak.
💡 Bài viết trước mình có giới thiệu về tứ khóabreaksử dụng tronglệnh switch case.
Ví dụ in rabội sốnhỏ nhất của 7 bắt đầu từ 8 (hay số nhỏ nhất chia hết cho 7 bắt đầu từ số 8):

```js
for (let number = 8; ; number++) {
  if (number % 7 === 0) {
    console.log(number);
    break;
  }
}

// 14
```
`for (let number = 8; ; number++) {
  if (number % 7 === 0) {
    console.log(number);
    break;
  }
}

// 14` Trong vòng lặp for trên, mình bỏ qua phần điều kiện. Nghĩa là không kiểm tra điều kiện trước khi thực hiện vòng lặp. Hay vòng lặp luôn luôn được thực hiện.
Trong mỗi vòng lặp, mình kiểm tra xem nếu giá trịnumberchia hết cho 7 (tức số dư củanumberkhi chia cho 7 bằng 0) thì đó chính là số cần tìm.
`number` `number` Cuối cùng, mình dùng từ khóabreakđể thoát khỏi vòng lặp.
`break` 💡 Tương tự, bạn cũng có thể sử dụng từ khoábreakđối với vòng lặp while và vòng lặp do...while.
`break`"
643,Cấu trúc lặp trong Javascript,Từ khóacontinuetrong JavaScript,"`continue` Từ khoácontinuegần giống từ khóabreak. Nếu như từ khóabreakdùng để thoát khỏi vòng lặp thì từ khóacontinuedùng để dừnglượt lặp hiện tạivà chuyển tới lượt lặp tiếp theo.
`continue` `break` `break` `continue` Ví dụ tìmsố lẻlà bội số nhỏ nhất của 7 và bắt đầu từ số 8:

```js
for (let number = 8; ; number++) {
  if (number % 2 === 0) continue;
  if (number % 7 === 0) {
    console.log(number);
    break;
  }
}

// 21
```
`for (let number = 8; ; number++) {
  if (number % 2 === 0) continue;
  if (number % 7 === 0) {
    console.log(number);
    break;
  }
}

// 21` Khác ví dụ trước, ví dụ này cần tìm ra bội số làsố lẻ. Do đó, mình phải kiểm tra xem số hiện tại là chẵn hay lẻ trước.
Nếunumber % 2 === 0làtruethì suy ra đó là số chẵn. Vì không phải là số lẻ, nên mình dừng lại lượt lặp này để chuyển sang lượt tiếp theo, bằng cách dùng từ khóacontinue.
`number % 2 === 0` `true` `continue` Cho đến khinumberbằng21. Đây là số lẻ nênnumber % 2 === 0làfalse. Mà21chia hết cho7. Nênnumber % 7 === 0trả vềtrue.
`number` `21` `number % 2 === 0` `false` `21` `7` `number % 7 === 0` `true` Vì vậy,21là số cần tìm và cuối cùng làbreak- dừng lại vòng lặp for.
`21` `break` 💡 Từ khóacontinuegiúp làm giảm mức độ code lồng nhau.
`continue` Ví dụ in ra các số chẵn trong đoạn từ 1 đến 5 màkhôngdùng từ khóacontinue:
`continue` 
```js
for (let number = 1; number <= 5; number++) {
  if (number % 2 === 0) {
    console.log(number);
  }
}

// 2
// 4
```
`for (let number = 1; number <= 5; number++) {
  if (number % 2 === 0) {
    console.log(number);
  }
}

// 2
// 4` Ví dụ in ra các số chẵn trong đoạn từ 1 đến 5códùng từ khóacontinue:
`continue` 
```js
for (let number = 1; number <= 5; number++) {
  if (number % 2 !== 0) continue;
  console.log(number);
}

// 2
// 4
```
`for (let number = 1; number <= 5; number++) {
  if (number % 2 !== 0) continue;
  console.log(number);
}

// 2
// 4` Bạn thấy rằng kết quả hai cách làm trên là như nhau, nhưng cách làm sử dụng từ khóacontinuegiúp làm giảm một mức độ code lồng nhau.
`continue` hóacontinue(và từ khóabreak) không thể dùng trong toán tử?.!!!
`continue` `break` `?` Ví dụ sau bị lỗi cú pháp:

```js
for (let number = 1; number <= 5; number++) {
      number % 2 === 0 ? console.log(number) : continue;}

    // Uncaught SyntaxError: Unexpected token 'continue'
```
`for (let number = 1; number <= 5; number++) {
      number % 2 === 0 ? console.log(number) : continue;}

    // Uncaught SyntaxError: Unexpected token 'continue'`"
644,Cấu trúc lặp trong Javascript,Sử dụng label vớibreakvàcontinue,"`break` `continue` Nhiều khi mình cần phải thoát khỏi nhiều vòng lặp lồng nhau, ví dụ:

```js
let done = false;

for (let i = 0; i < 3; i++) {
  if (done) {
    break;
  }
  for (let j = 0; j < 3; j++) {
    if (i * j >= 4) {
      done = true;
      break;
    }

    console.log(i, j);
  }
}
```
`let done = false;

for (let i = 0; i < 3; i++) {
  if (done) {
    break;
  }
  for (let j = 0; j < 3; j++) {
    if (i * j >= 4) {
      done = true;
      break;
    }

    console.log(i, j);
  }
}` Trong đoạn trên, mình cần sử dụng thêm biếndoneđể kiểm tra điều kiện kết thúc.
`done` Vì một từ khóabreakchỉ có tác dụng trong phạm vi một vòng lặp, nên mình cần gán giá trịtruecho biếndoneở vòng lặp bên trong.
`break` `true` `done` Rồi ở vòng lặp ngoài, kiểm tra khi nàodonelàtruethìbreakluôn khỏi vòng lặp ngoài.
`done` `true` `break` Rõ ràng, code trên khá dài dòng. Để giải quyết vấn đề này, bạn có thể dùng ""label"", với cú pháp như sau:

```js
labelName: for (...) {
      // code
      break labelName;
    }
```
`labelName: for (...) {
      // code
      break labelName;
    }` Câu lệnhbreak labelNamegiúp ""thoát khỏi code"" ứng với label.
`break labelName` Đoạn code trên viết lại với label như sau:

```js
outer: for (let i = 0; i < 3; i++) {
  for (let j = 0; j < 3; j++) {
    if (i * j >= 4) {
      break outer;
    }

    console.log(i, j);
  }
}
```
`outer: for (let i = 0; i < 3; i++) {
  for (let j = 0; j < 3; j++) {
    if (i * j >= 4) {
      break outer;
    }

    console.log(i, j);
  }
}` Từ khóabreakphải nằm trong một ""khối code"" - ""block code"".
`break` Khối code có thể hiểu là đoạn code nằm trong cặp dấu{}ứng với các vòng lặp for, vòng lặp while, vòng lặp do...while, hàm,...).
`{}` Ví dụ sau bị lỗi cú pháp vì dùngbreakở ngoài khối code:
`break` 
```js
let x = 1;

    if (x === 1) {  break;}
    // Uncaught SyntaxError: Illegal break statement
```
`let x = 1;

    if (x === 1) {  break;}
    // Uncaught SyntaxError: Illegal break statement` Với từ khóacontinue, cách sử dụng từ label cũng giống từ khóabreak.
`continue` `break`"
645,Cấu trúc lặp trong Javascript,Tổng kết,"Vòng lặp trong JavaScript có ba loại là:
Nếu điều kiện lặp luôn có giá trịtruthythì cấu trúc lặp sẽ lặp vô hạn.
Để chủ động thoát khỏi vòng lặp, bạn dùng từ khóabreak. Và để thoát khỏi một lượt lặp, bạn dùng từ khóacontinue.
`break` `continue` Từ khóabreakvà từ khóacontinuecó hỗ trợ label, giúp thoát khỏi các vòng lặp lồng nhau dễ dàng hơn.
`break` `continue`"
646,Cấu trúc lặp trong Javascript,Thực hành,"Sử dụngconsole.logđể in ra hình tam giác như sau:
`console.log` 
```js
#
##
###
####
#####
######
#######
```
`#
##
###
####
#####
######
#######` Xem đáp án

```js
let row = """";
for (var i = 1; i <= 7; i++) {
  row += ""#"";
  console.log(row);
}
```
`let row = """";
for (var i = 1; i <= 7; i++) {
  row += ""#"";
  console.log(row);
}` Sử dụngpromptđể yêu cầu người dùng nhập vào một số.
`prompt` Xem đáp án

```js
while (true) {
  const input = prompt(""Enter a number:"");
  const number = Number(input);

  if (isNaN(number)) {
    alert(""It's not a number."");
  } else if (number < 10) {
    alert(""It's too small."");
  } else {
    break;
  }
}
```
`while (true) {
  const input = prompt(""Enter a number:"");
  const number = Number(input);

  if (isNaN(number)) {
    alert(""It's not a number."");
  } else if (number < 10) {
    alert(""It's too small."");
  } else {
    break;
  }
}` Trong đó, hàmisNaN(number)dùng để kiểm tra giá trị của biếnnumberxem có phải làNaNhay không. Nói cách khác, nếuisNaN(number)trả vềfalsethì giá trị củanumberlà số.
`isNaN(number)` `number` `NaN` `isNaN(number)` `false` `number` `console.log` 
```js
#_#_#_#_
_#_#_#_#
#_#_#_#_
_#_#_#_#
#_#_#_#_
_#_#_#_#
#_#_#_#_
_#_#_#_#
```
`#_#_#_#_
_#_#_#_#
#_#_#_#_
_#_#_#_#
#_#_#_#_
_#_#_#_#
#_#_#_#_
_#_#_#_#` Xem đáp án

```js
for (let row = 0; row < 8; row++) {
  let str = """";
  for (let col = 0; col < 8; col++) {
    if (row % 2 === col % 2) {
      str += ""#"";
    } else {
      str += ""_"";
    }
  }
  console.log(str);
}
```
`for (let row = 0; row < 8; row++) {
  let str = """";
  for (let col = 0; col < 8; col++) {
    if (row % 2 === col % 2) {
      str += ""#"";
    } else {
      str += ""_"";
    }
  }
  console.log(str);
}` Xem đáp án

```js
let size; // Nhập số dươngwhile (true) {  size = Number(prompt(""Enter a positive number:""));  if (!isNaN(size) && size > 0) break;}
// In ra màn hình
for (let row = 0; row < size; row++) {
  let str = """";
  for (let col = 0; col < size; col++) {
    if (row % 2 === col % 2) {
      str += ""#"";
    } else {
      str += ""_"";
    }
  }
  console.log(str);
}
```
`let size; // Nhập số dươngwhile (true) {  size = Number(prompt(""Enter a positive number:""));  if (!isNaN(size) && size > 0) break;}
// In ra màn hình
for (let row = 0; row < size; row++) {
  let str = """";
  for (let col = 0; col < size; col++) {
    if (row % 2 === col % 2) {
      str += ""#"";
    } else {
      str += ""_"";
    }
  }
  console.log(str);
}` Yêu cầu người dùng nhập vào một số. Nếu người dùng nhập vào một số dương thì hiển thị ra thông báo xem số đó có phải số nguyên tố hay không.
Xem đáp án

```js
let number;

// Nhập số dương
while (true) {
  number = Number(prompt(""Enter a positive number:""));
  if (!isNaN(number) && number > 0) break;
}

// Kiểm tra số nguyên tố
if (number < 2) {
  alert(""It's not a prime number."");
} else if (number === 2) {
  alert(""It's a prime number."");
} else {
  let isPrimeNumber = true;
  for (let i = 2; i < number; i++) {
    if (number % i === 0) {
      isPrimeNumber = false;
      break;
    }
  }
  if (isPrimeNumber) alert(""It's a prime number."");
  else alert(""It's not a prime number."");
}
```
`let number;

// Nhập số dương
while (true) {
  number = Number(prompt(""Enter a positive number:""));
  if (!isNaN(number) && number > 0) break;
}

// Kiểm tra số nguyên tố
if (number < 2) {
  alert(""It's not a prime number."");
} else if (number === 2) {
  alert(""It's a prime number."");
} else {
  let isPrimeNumber = true;
  for (let i = 2; i < number; i++) {
    if (number % i === 0) {
      isPrimeNumber = false;
      break;
    }
  }
  if (isPrimeNumber) alert(""It's a prime number."");
  else alert(""It's not a prime number."");
}` Có thể bạn chưa biết
Số nguyên tố là số nguyên dương lớn hơn hoặc bằng 2 thỏa mãn điều kiện chỉ chia hết cho 1 và chính nó."
647,Weakmap trong Javascript,Giới thiệu,"WeakMap trong JavaScript là cũng làmột loại object. WeakMap có những đặc điểm giống và khác Map như thế nào?
Sau đây, mình sẽ cùng tìm hiểu về WeakMap trong JavaScript."
648,Weakmap trong Javascript,WeakMap trong JavaScript là gì?,"WeakMap trong JavaScriptlà một cấu trúc cho phép lưu trữ dữ liệu theo kiểukey-valuetương tự nhưMap,Objectvới cú pháp khởi tạo là:

```js
new WeakMap([iterable]);
```
`new WeakMap([iterable]);` Trong đó:
`iterable` `[key, value]` `key` 
```js
let obj = { x: 1 };
let weakMap = new WeakMap();

weakMap.set(obj, 1); // OK - key là object
weakMap.set(""a"", 1); // Lỗi: Invalid value used as weak map key - key là string
```
`let obj = { x: 1 };
let weakMap = new WeakMap();

weakMap.set(obj, 1); // OK - key là object
weakMap.set(""a"", 1); // Lỗi: Invalid value used as weak map key - key là string`"
649,Weakmap trong Javascript,Các phương thức của WeakMap,"Sau đây là các phương thức của WeakMap trong JavaScript.
► Phương thứcweakMap.set(key, value):
`weakMap.set(key, value)` Dùng để lưu giá trịvaluebởi thuộc tínhkeyvà trả về chính WeakMap. Trong đó,keyphải là một object, ngược lại thì báo lỗi.
`value` `key` `key` 
```js
let obj1 = { x: 1 };
let obj2 = { x: 2 };

let weakMap = new WeakMap();
weakMap.set(obj1, 1).set(obj2, 2);
```
`let obj1 = { x: 1 };
let obj2 = { x: 2 };

let weakMap = new WeakMap();
weakMap.set(obj1, 1).set(obj2, 2);` ► Phương thứcweakMap.get(key):
`weakMap.get(key)` Trả về giá trị của thuộc tínhkey, nếukeykhông tồn tại thì trả vềundefined.
`key` `key` `undefined` 
```js
let obj1 = { x: 1 };
let obj2 = { x: 2 };

let weakMap = new WeakMap();
weakMap.set(obj1, 1).set(obj2, 2);

console.log(weakMap.get(obj1)); // 1console.log(weakMap.get({ x: 1 })); // undefined - vì {x:1} !== {x:1}
```
`let obj1 = { x: 1 };
let obj2 = { x: 2 };

let weakMap = new WeakMap();
weakMap.set(obj1, 1).set(obj2, 2);

console.log(weakMap.get(obj1)); // 1console.log(weakMap.get({ x: 1 })); // undefined - vì {x:1} !== {x:1}` ► Phương thứcweakMap.delete(key):
`weakMap.delete(key)` Xóa thuộc tínhkeytrong WeakMap, và trả vềtruenếukeytồn tại, ngược lại thì trả vềfalse.
`key` `true` `key` `false` 
```js
let obj1 = { x: 1 };
let obj2 = { x: 2 };

let weakMap = new WeakMap();
weakMap.set(obj1, 1).set(obj2, 2);

console.log(weakMap.delete(obj1)); // trueconsole.log(weakMap.delete({ x: 1 })); // false - vì {x:1} !== {x:1}
```
`let obj1 = { x: 1 };
let obj2 = { x: 2 };

let weakMap = new WeakMap();
weakMap.set(obj1, 1).set(obj2, 2);

console.log(weakMap.delete(obj1)); // trueconsole.log(weakMap.delete({ x: 1 })); // false - vì {x:1} !== {x:1}` ► Phương thứcweakMap.has(key):
`weakMap.has(key)` Trả vềtruenếukeytồn tại trong WeakMap, ngược lại thì trả vềfalse.
`true` `key` `false` 
```js
let obj1 = { x: 1 };
let obj2 = { x: 2 };

let weakMap = new WeakMap();
weakMap.set(obj1, 1).set(obj2, 2);

console.log(weakMap.has(obj1)); // trueconsole.log(weakMap.has({ x: 1 })); // false - vì {x:1} !== {x:1}
```
`let obj1 = { x: 1 };
let obj2 = { x: 2 };

let weakMap = new WeakMap();
weakMap.set(obj1, 1).set(obj2, 2);

console.log(weakMap.has(obj1)); // trueconsole.log(weakMap.has({ x: 1 })); // false - vì {x:1} !== {x:1}`"
650,Weakmap trong Javascript,So sánh WeakMap và Map,"Sau đây là một số đặc điểm khác nhau giữa WeakMap và Map.
Đối với Map, key có thể thuộc bất kỳ kiểu dữ liệu nào. Nhưng đối với WeakMap thì ngược lại, key chỉ có thể là object.

```js
let map = new Map();
let weakMap = new WeakMap();

map.set(1, ""one""); // OK
weakMap.set(1, ""one""); // Lỗi - Invalid value used as weak map key
```
`let map = new Map();
let weakMap = new WeakMap();

map.set(1, ""one""); // OK
weakMap.set(1, ""one""); // Lỗi - Invalid value used as weak map key` Map là iterable object. Do đó, bạn có thể duyệt qua hết tất cả các phần tử trong Map.
WeakMap không phải là iterable object. Bạn không có cách nào để duyệt hết tất cả các phần tử của WeakMap.

```js
// khởi tạo map
let map = new Map();
map.set(1, ""a"").set(2, ""b"");

// duyệt qua các phần tử của map
for (let item of map) {
  console.log(item);
  /**
   * [1, 'a']
   * [2, 'b']
   */
}

// khởi tạo weakmap
let obj1 = { x: 1 };
let obj2 = { x: 2 };
let weakMap = new WeakMap();
weakMap.set(obj1, ""a"").set(obj2, ""b"");

// duyệt qua các phần tử của weakmap
for (let item of weakMap) {
  console.log(item);
}
/**
 * Lỗi: weakMap is not iterable
 */
```
`// khởi tạo map
let map = new Map();
map.set(1, ""a"").set(2, ""b"");

// duyệt qua các phần tử của map
for (let item of map) {
  console.log(item);
  /**
   * [1, 'a']
   * [2, 'b']
   */
}

// khởi tạo weakmap
let obj1 = { x: 1 };
let obj2 = { x: 2 };
let weakMap = new WeakMap();
weakMap.set(obj1, ""a"").set(obj2, ""b"");

// duyệt qua các phần tử của weakmap
for (let item of weakMap) {
  console.log(item);
}
/**
 * Lỗi: weakMap is not iterable
 */` Như mình đã đề cập ở bài viếtgarbage collection trong JavaScriptthì JavaScript engine giữ một giá trị trong bộ nhớ khi giá trị đó ""có thể tiếp cận"".
Ví dụ về garbage collection:

```js
let alex = { name: ""Alex"" };

// object { name: ""Alex"" } có thể được truy cập bởi biến alex

// ghi đè giá trị của biến alex
alex = null;

// object bị hủy vì không có tham chiếu tới nó
```
`let alex = { name: ""Alex"" };

// object { name: ""Alex"" } có thể được truy cập bởi biến alex

// ghi đè giá trị của biến alex
alex = null;

// object bị hủy vì không có tham chiếu tới nó` Thông thường, thuộc tính của object hoặc phần tử trong mảng,... được coi là ""có thể tiếp cận"" và giữ lại trong bộ nhớ nếu object hoặc mảng chứa chúng vẫn tồn tại.
Ví dụ, mình đẩy một object vào mảng. Và khi mảng đó vẫn tồn tại thì object trong mảng cũng sẽ tồn tại, mặc dù không còn biến tham chiếu đến object.

```js
let alex = { name: ""Alex"" };

// đẩy object vào mảng
let arr = [alex];

// ghi đè giá trị của biến alex
alex = null;

// mặc dù alex bị gán bằng null, nhưng object vẫn tồn tại trong mảng
console.log(arr[0]); // {name: ""Alex""}
```
`let alex = { name: ""Alex"" };

// đẩy object vào mảng
let arr = [alex];

// ghi đè giá trị của biến alex
alex = null;

// mặc dù alex bị gán bằng null, nhưng object vẫn tồn tại trong mảng
console.log(arr[0]); // {name: ""Alex""}` Tương tự, nếu mình sử dụngobjectlàm key cho Map thì khi Map tồn tại,objectcũng sẽ tồn tại và không bị giải phóng.

```js
let alex = { name: ""Alex"" };

// khai báo map và sử dụng biến alex làm key cho map
let map = new Map();
map.set(alex, ""1"");

// ghi đè giá trị của biến alex
alex = null;

// mặc dù biến alex bị gán bằng null, nhưng object alex vẫn tồn tại trong map
console.log(map.size); // 1
for (let item of map) {
  console.log(item);
  /**
   * [{name: 'Alex'}, '1']
   */
}
```
`let alex = { name: ""Alex"" };

// khai báo map và sử dụng biến alex làm key cho map
let map = new Map();
map.set(alex, ""1"");

// ghi đè giá trị của biến alex
alex = null;

// mặc dù biến alex bị gán bằng null, nhưng object alex vẫn tồn tại trong map
console.log(map.size); // 1
for (let item of map) {
  console.log(item);
  /**
   * [{name: 'Alex'}, '1']
   */
}` Nhưng vớiWeakMap thì khác, khi không còn biến tham chiếu đến object thì object đó sẽ bị hủy, ví dụ:

```js
let alex = { name: ""Alex"" };

// khai báo map và sử dụng biến alex làm key cho weakMap
let weakMap = new WeakMap();
weakMap.set(alex, ""1"");

// ghi đè giá trị của biến alex
alex = null;
```
`let alex = { name: ""Alex"" };

// khai báo map và sử dụng biến alex làm key cho weakMap
let weakMap = new WeakMap();
weakMap.set(alex, ""1"");

// ghi đè giá trị của biến alex
alex = null;` Sau khi biếnalexbị gán bằngnull, không còn cách nào có thể truy cập vào phần tử với key làalextrước đó. Vì vậy, object vớialexsẽ bị hủy.
`alex` `null` `alex` `alex` Trên đây là một số điểm khác nhau khi so sánh Map và WeakMap trong JavaScript. Tiếp theo, mình sẽ tìm hiểu một ứng dụng thực tế của WeakMap."
651,Weakmap trong Javascript,Ứng dụng của WeakMap trong lưu trữ dữ liệu,"Ví dụ bạn muốn lưu thông tinsố lần truy cậpcủa một đối tượnguser. Thông tin này được lưu trữ trong mộtmapvới key là đối tượnguservà giá trị là số lượt truy cập.
`user` `user` Khi user rời đi, đối tượnguserbị giải phóng và mong muốn làkhông lưu trữthông tin số lần truy cập với đối tượngusernữa.
`user` `user` Ví dụ module dùng để lưu trữ và xử lý số lượt truy cập nằm trong file thư việnlibrary.js:
`library.js` library.js

```js
// khai báo Map để lưu trữ thông tin số lượt truy cập
let visitsCountMap = new Map();

// tăng số lượt truy cập với tham số user
function countUser(user) {
  // lấy số lượt truy cập hiện tại
  // nếu user chưa có trong map thì visitsCountMap.get(user) trả về undefined
  // khi đó, giá trị mặc định là 0
  let count = visitsCountMap.get(user) || 0;

  // tăng giá trị count lên 1 đơn vị và lưu lại vào thuộc tính user
  visitsCountMap.set(user, count + 1);
}
```
`// khai báo Map để lưu trữ thông tin số lượt truy cập
let visitsCountMap = new Map();

// tăng số lượt truy cập với tham số user
function countUser(user) {
  // lấy số lượt truy cập hiện tại
  // nếu user chưa có trong map thì visitsCountMap.get(user) trả về undefined
  // khi đó, giá trị mặc định là 0
  let count = visitsCountMap.get(user) || 0;

  // tăng giá trị count lên 1 đơn vị và lưu lại vào thuộc tính user
  visitsCountMap.set(user, count + 1);
}` Đoạn code sử dụng:
main.js

```js
let alex = { name: ""Alex"" };

// Cập nhật số lượt truy cập với biến alex
countUser(alex);
// Khi user rời đi, gán biến alex = null
alex = null;
```
`let alex = { name: ""Alex"" };

// Cập nhật số lượt truy cập với biến alex
countUser(alex);
// Khi user rời đi, gán biến alex = null
alex = null;` Khialexgán bằngnull, object{ name: ""Alex"" }nên được giải phòng. Nhưng thực tế thì objectalexvẫn tồn tại trong mapvisitsCountMap.
`alex` `null` `{ name: ""Alex"" }` `alex` `visitsCountMap` Để giải phòng bộ nhớ, bạn cần chủ động gọivisitsCountMap.delete(alex)để xóa thuộc tínhalexkhỏi map, ngược lại objectalexvẫn sẽ được giữ lại.
`visitsCountMap.delete(alex)` `alex` `alex` Tuy nhiên, việc gọideletelà khó khăn vì code xử lý đang nằm trong một file khác. Để tránh việc này, bạn chỉ cần chuyển Map thành WeakMap trong filelibrary.jslà xong:
`delete` `library.js` library.js

```js
// khai báo WeakMap để lưu trữ thông tin số lượt truy cập
let visitsCountMap = new WeakMap();
// tăng số lượt truy cập với tham số user
function countUser(user) {
  // lấy số lượt truy cập hiện tại
  // nếu user chưa có trong map thì visitsCountMap.get(user) trả về undefined
  // khi đó, giá trị mặc định là 0
  let count = visitsCountMap.get(user) || 0;

  // tăng giá trị count lên 1 đơn vị và lưu lại vào thuộc tính user
  visitsCountMap.set(user, count + 1);
}
```
`// khai báo WeakMap để lưu trữ thông tin số lượt truy cập
let visitsCountMap = new WeakMap();
// tăng số lượt truy cập với tham số user
function countUser(user) {
  // lấy số lượt truy cập hiện tại
  // nếu user chưa có trong map thì visitsCountMap.get(user) trả về undefined
  // khi đó, giá trị mặc định là 0
  let count = visitsCountMap.get(user) || 0;

  // tăng giá trị count lên 1 đơn vị và lưu lại vào thuộc tính user
  visitsCountMap.set(user, count + 1);
}` Lúc này, khi biếnalexđược gán bằngnullthì object{ name: ""Alex"" }cũng sẽ bị hủy, vì không có cách nào truy cập đến object đó nữa.
`alex` `null` `{ name: ""Alex"" }`"
652,Weakmap trong Javascript,Ứng dụng của WeakMap trong caching,"Ví dụ bạn muốnlưu kết quả của một lần gọi hàmđể lần sau nếu có gọi lại thì trả về luôn kết quả trước đó.
Cách sử dụng Map thông thường:
cache.js

```js
// khởi tạo Map để làm cache
let cache = new Map();

// tính toán và lưu lại kết quả
function process(obj) {
  // kiểm tra xem trong cache đã có obj chưa
  if (!cache.has(obj)) {
    // nếu chưa có thì tính toán để ra kết quả
    let result = /* tính toán để ra kết quả với obj */ obj;

    // lưu lại kết quả vào cache với key là obj và value là result
    cache.set(obj, result);
  }

  // trả về kết quả ứng với key là obj trong cache
  return cache.get(obj);
}
```
`// khởi tạo Map để làm cache
let cache = new Map();

// tính toán và lưu lại kết quả
function process(obj) {
  // kiểm tra xem trong cache đã có obj chưa
  if (!cache.has(obj)) {
    // nếu chưa có thì tính toán để ra kết quả
    let result = /* tính toán để ra kết quả với obj */ obj;

    // lưu lại kết quả vào cache với key là obj và value là result
    cache.set(obj, result);
  }

  // trả về kết quả ứng với key là obj trong cache
  return cache.get(obj);
}` Sử dụng trong filemain.js:
`main.js` main.js

```js
// objec bất kỳ
let obj = {};

// tính toán với obj được kết quả result1
let result1 = process(obj);

// sau đó ở một đoạn code khác, tính toán với obj để được result2
let result2 = process(obj);

// khi không dùng obj nữa thì gán obj bằng null
obj = null;

// tuy nhiên, kích thước của cache vẫn là 1
// vì object lưu vào cache chưa bị giải phòng
console.log(cache.size); // 1
```
`// objec bất kỳ
let obj = {};

// tính toán với obj được kết quả result1
let result1 = process(obj);

// sau đó ở một đoạn code khác, tính toán với obj để được result2
let result2 = process(obj);

// khi không dùng obj nữa thì gán obj bằng null
obj = null;

// tuy nhiên, kích thước của cache vẫn là 1
// vì object lưu vào cache chưa bị giải phòng
console.log(cache.size); // 1` Để giải phóngcache, bạn phải chủ động gọicache.delete(obj). Tuy nhiên để đơn giản, bạn chỉ cần chuyển Map thành WeakMap đối với biếncachelà xong:
`cache` `cache.delete(obj)` `cache` cache.js

```js
// khởi tạo WeakMap để làm cache
let cache = new WeakMap();
// tính toán và lưu lại kết quả
function process(obj) {
  // kiểm tra xem trong cache đã có obj chưa
  if (!cache.has(obj)) {
    // nếu chưa có thì tính toán để ra kết quả
    let result = /* tính toán để ra kết quả với obj */ obj;

    // lưu lại kết quả vào cache với key là obj và value là result
    cache.set(obj, result);
  }

  // trả về kết quả ứng với key là obj trong cache
  return cache.get(obj);
}
```
`// khởi tạo WeakMap để làm cache
let cache = new WeakMap();
// tính toán và lưu lại kết quả
function process(obj) {
  // kiểm tra xem trong cache đã có obj chưa
  if (!cache.has(obj)) {
    // nếu chưa có thì tính toán để ra kết quả
    let result = /* tính toán để ra kết quả với obj */ obj;

    // lưu lại kết quả vào cache với key là obj và value là result
    cache.set(obj, result);
  }

  // trả về kết quả ứng với key là obj trong cache
  return cache.get(obj);
}` Khi đó, nếuobjbị gán bằngnullthì không còn cách nào để truy cập vào object trongcache, nên object đó sẽ bị giải phóng.
`obj` `null` `cache`"
653,Weakmap trong Javascript,Tổng kết,"WeakMap trong JavaScript tương tự như Map, cho phép lưu trữ dữ liệu theo kiểukey-value. Tuy nhiên, WeakMap chỉ chấp nhận object làm key.
`key-value` Và khi object bị hủy, object tương ứng trong WeakMap sẽ bị giải phóng vì không còn cách nào để truy cập vào object đó nữa.
Các phương thức của WeakMap là:
`weakMap.set(key, value)` `value` `key` `weakMap.get(key)` `key` `key` `undefined` `weakMap.delete(key)` `key` `key` `true` `false` `weakMap.has(key)` `true` `key` `weakMap` `false` WeakMap không phải iterable object nên không có cách nào để duyệt hết các phần tử trong WeakMap (như cách dùngfor...ofvới Map).
`for...of` Tham khảo:"
654,Weakset trong Javascript,Giới thiệu,"WeakSet trong JavaScript cũng là một loại object đặc biệt, dùng đểlưu trữ dữ liệu một cách duy nhất, không trùng lặp - tương tự nhưSet.
Tuy nhiên, cũng giống nhưWeakMap, WeakSet chỉ cho phép lưu trữ dữ liệu kiểuobject(không chấp nhận kiểu nguyên thủy)."
655,Weakset trong Javascript,Cú pháp khởi tạo WeakSet,"Để khởi tạo WeakSet trong JavaScript, bạn sử dụng hàm khởi tạo như sau:

```js
new WeakSet([iterable]);
```
`new WeakSet([iterable]);` Trong đó:
`iterable` Ví dụ:

```js
// khởi tạo WeakSet rỗng
let ws1 = new WeakSet(); // OK

// khởi tạo WeakSet với iterable object với mỗi phần tử là object
let obj1 = { x: 1 };
let ws2 = new WeakSet([obj1]); // OK

// khởi tạo WeakSet với iterable object nhưng mỗi phần tử không phải object
let ws3 = new WeakSet([1, ""2""]); // Lỗi: Invalid value used in weak set
```
`// khởi tạo WeakSet rỗng
let ws1 = new WeakSet(); // OK

// khởi tạo WeakSet với iterable object với mỗi phần tử là object
let obj1 = { x: 1 };
let ws2 = new WeakSet([obj1]); // OK

// khởi tạo WeakSet với iterable object nhưng mỗi phần tử không phải object
let ws3 = new WeakSet([1, ""2""]); // Lỗi: Invalid value used in weak set`"
