id,bai,tieude,noidung
115,JS 6.5 Loops - for-of loop,Lý thuyết,"Sinh viên hiểu về
for...of
và các sử dụng nó trong thực tế
Cú pháp
for...of
để chạy vòng lặp trên String, Array. Hoạc các đối tượng tương tự như Array
Cú pháp
```js
for(variableofiterable){statement}
```
variable
Tên biến đại diện cho một phần tử được loop.
iterable
Array, String,... các đối tượng để chạy vòng lặp
Example
```js
letiterable=[2,4,6];for(constvalueofiterable){console.log(value);}// 2// 4// 6
```
Loop qua một String
```js
letiterable='hello';for(letvalueofiterable){console.log(value);}// h// e// l// l// o
```"
116,JS 6.3 Loops - do-while loop,Bài tập,"Cho 1 số nguyên dương n. Viết một chương trình đếm và in ra màn hình có bao nhiêu lần số đã cho chia hết cho 2.
Ví dụ:
Với
n = 7
, đầu ra là
""0""
Vì 7 không chia hết cho 2. Tổng số lần 7 chia hết cho 2 là 0.
Ví dụ:
Với
n = 7
, đầu ra là
""0""
Vì 7 không chia hết cho 2. Tổng số lần 7 chia hết cho 2 là 0.
Với
n = 8
, đầu ra là
""3""
Vì 8 chia 2 được 4, 4 chia 2 được 2, 2 chia 2 được 1 và 1 không chia hết cho 2. Tổng số lần 8 chia hết cho 2 là 3.
Với
n = 8
, đầu ra là
""3""
Vì 8 chia 2 được 4, 4 chia 2 được 2, 2 chia 2 được 1 và 1 không chia hết cho 2. Tổng số lần 8 chia hết cho 2 là 3.
Đầu vào:
1 số nguyên
n
nhập từ bàn phím
Điều kiện tiền đề:
1 ≤ n ≤ 1000000
Đầu
ra:
số lần mà số đã cho
n
có thể chia hết cho 2.
Suggestion
Bạn nên sử dụng lệnh do...while để giải bài toán này.
Bạn nên học cách sử dụng lệnh do...while bằng cách đọc lý thuyết phía dưới.
Sinh viên hiểu được khái niệm về lệnh
do...while
và cách sử dụng chúng trong bài tập thực tế.
Tương tự như lệnh
while
, lệnh
do...while
xử lí 1 biểu thức điều kiện và 1 khối lệnh được lặp lại cho đến khi giá trị của biểu thức cho ra giá trị
false
:
```js
do{//statement or block}while(condition)
```
Tuy nhiên nó xử lí khối lệnh một lần trước khi biểu thức điều kiện được kiểm tra, nghĩa là khối lệnh đó sẽ được xử lí ít nhất 1 lần.
Chúng ta hãy xem một số ví dụ. Mã lệnh sau xử lí lệnh in 6 lần (nhiều hơn một lần so với lệnh
while
thông thường):
```js
vari=0;do{console.log(i+"" "");//prints: 0 1 2 3 4 5}while(i++<5);
```
Trong khi mã lệnh sau vận hành một cách tương tự như một lệnh
while
:
```js
varresult=0;do{result+=0.1;console.log(result);}while(result<1);
```
Điều này là vì giá trị được in sau khi nó được cộng dồn, và sau đó biểu thức điều kiện được kiểm tra trước khi đi vào khối lệnh xử lí lần nữa.
Lệnh
do...while
rút gọn vận hành một cách khác. Ở đây là một ví dụ:
```js
varresult=0;do{console.log(result);}while((result+=0.1)<1);
```
Giá trị ban đầu của biến
result
luôn được in đầu tiên bởi lệnh được xử lí ít nhất một lần trước khi biểu thức điều kiện được kiểm tra lần đầu."
117,JS 6.1 Loops - for loop,Bài tập,"Cho 1 số n . Viết một chương trình để tính toán và in ra màn hình giai thừa của số đã nhập (n!)
Ví dụ:
Với
n = 5
, đầu ra được in ra màn hình là
""120""
Vì 5! = 5 * 4 * 3 * 2 * 1 = 120
Với
n = 3
, đầu ra được in ra màn hình là
""6""
Vì 3! = 3 * 2 * 1 = 6
Đầu vào:
1 số nguyên
n
nhập từ bàn phím
Điều kiện tiền đề:
1 ≤ n ≤ 20
Đầu ra:
giai thừa của số đã cho
n
Ví dụ:
Với
n = 5
, đầu ra được in ra màn hình là
""120""
Vì 5! = 5 * 4 * 3 * 2 * 1 = 120
Với
n = 3
, đầu ra được in ra màn hình là
""6""
Vì 3! = 3 * 2 * 1 = 6"
118,JS 6.1 Loops - for loop,Gợi ý,"Đọc phần lý thuyết sau để hiểu về
for loop"
119,JS 6.1 Loops - for loop,Lý thuyết,"Sinh viên hiểu được lệnh
for
và cách sử dụng nó trong bài tập thực tế.
Vòng lặp JavaScript cho vòng lặp lặp lại các phần tử cho số lần cố định. Nó nên được sử dụng nếu số lần lặp được biết đến. Cú pháp của vòng lặp for được đưa ra dưới đây.
```js
for(initialization;condition;increment){code to be executed}// Example:for(i=0;i<10;i++){console.log(""The number is ""+i);}
```
Trong ví dụ trên, Bạn có thể thấy:
- Initialization: Gán 1 biến trước khi bắt đầu vòng lặp (var i = 0).
- Condition: Xác định điều kiến cho vòng lặp chạy (i phải nhỏ hơn 10).
- Increment: Tăng giá trị (i++) sau mỗi lần đoạn code trong vòng lặp được thực hiện.
Initialization
Thông thường bạn sẽ sử dụng câu lệnh
initialization
để khởi tạo biến được sử dụng trong vòng lặp (i = 0).
Điều này không phải lúc nào cũng đúng, JavaScript không quan tâm. initialization là tùy chọn.
Bạn có thể bắt đầu nhiều giá trị trong initialization (được phân tách bằng dấu phẩy):
Vi dụ
:
```js
for(i=0,len=10,text="""";i<len;i++){text+=i+"" - "";}
```
Và bạn có thể bỏ qua phần initialization (như khi giá trị của bạn được đặt trước khi vòng lặp bắt đầu):
```js
vari=2;varlen=10;vartext="""";for(;i<len;i++){text+=i+"" - "";}
```
Condition
Condition thường được sử dụng để đánh giá điều kiện của biến ban đầu.
Nếu Condition trả về true, vòng lặp sẽ bắt đầu lại, nếu nó trả về false, vòng lặp sẽ kết thúc.
Increment
Increment thường tăng giá trị của biến ban đầu.
Điều này không phải lúc nào cũng đúng, JavaScript không quan tâm và Increment là không bắt buộc.
Increment có thể làm bất cứ điều gì như tăng âm (i--), tăng dương (i = i + 15) hoặc bất cứ điều gì khác.
Increment cũng có thể được bỏ qua (như khi bạn tăng các giá trị của mình bên trong vòng lặp):
Vi dụ:
```js
vari=0;varlen=10;for(;i<len;){text+=i+"" - "";i++;}
```
Bạn có thể sử dụng
for
loop cho 1 string
```js
varstr=""javascript"";for(i=0;i<str.length;i++){console.log(str[i]);}// output:// j// a// v// a// s// c// r// i// p// t
```"
120,Exercise reverse a string,Bài tập,"Cho 1 chuỗi str_input. Viết chương trình đảo ngược chuỗi và in ra kết quả
Ví dụ
:
Cho:
str_input = ""program"";
in ra: ""margorp""
Cho:
str_input = ""data"";
in ra: ""atad""
Đầu vào
: str_input
Đầu ra
: đảo ngược chuỗi và in ra kết quả
Cho:
str_input = ""program"";
in ra: ""margorp""
Cho:
str_input = ""data"";
in ra: ""atad"""
121,Exercise reverse a string,Gợi ý,Nhớ lại việc sử dụng vòng lặp for cho chuỗi
122,JS 6.4 Loops - for-in loop,Bài tập,"Cho 1 object
a
. In tất cả thuộc tính và giá trị với định dạng
""{property} is {value}""
Ví dụ
: a = {name:""Peter"", address: ""Ha Noi""}
Kết quả cần in ra
```js
name is Peter

address is Ha Noi
```
Đầu vào
: Object a
Đầu ra
: In tất cả thuộc tính và giá trị"
123,JS 6.4 Loops - for-in loop,Gợi ý,"Sử dụng lệnh
for...in
để giải quyết vấn đề
Đọc phần lý thuyết sau để biết về
for-in
Sinh viên hiểu về
for...in
và các sử dụng nó trong thực tế
Vòng lặp
for ... in
được sử dụng để lặp qua các thuộc tính của đối tượng. Vì chúng tôi chưa thảo luận về Đối tượng, bạn có thể không cảm thấy thoải mái với vòng lặp này. Nhưng một khi bạn hiểu cách các đối tượng hành xử trong JavaScript, bạn sẽ thấy vòng lặp này rất hữu ích.
Cú pháp
```js
for(variableinobject){statement}
```
variable
Một tên thuộc tính khác nhau được gán cho
variable
trên mỗi lần lặp
object
Đối tượng có các thuộc tính không phải là Biểu tượng được lặp lại.
Vi dụ
```js
varperson={fname:""Vuong"",lname:""Trung"",age:31};varx;for(xinperson){console.log('property '+x+' in object is '+person[x]);}/* output 
property fname in object is Vuong
property lname in object is Trung
property age in object is 31
*/
```"
124,JS 6.6 Loops - Continue and Break,Bài tập,"Cho 1 mảng các số tự nhiên. In ra các số trong mảng đó với điều kiện
Bỏ qua số đó nếu số đó chia hết cho 4
Thoát vòng lắp nếu số đó chia hết cho cả 4 và 3
Ví dụ
: Cho datas = [1, 3 , 4 , 6 , 12, 5, 4 , 9]
In ra:
```js
1
3
6
```
Đầu vào
: datas
Đầu ra
: In ra các số trong mảng đó với điều kiện"
125,JS 6.6 Loops - Continue and Break,Gợi ý,"Dùng ""
Continue
"" để bỏ qua
Dùng ""
Break
"" để thoát vòng lặp
Đọc phần lý thuyết để hiểu hơn về
Continue
và
Break"
126,JS 6.6 Loops - Continue and Break,Lý thuyết,"Câu lệnh break ""nhảy ra"" của một vòng lặp.
Câu lệnh continue""nhảy qua"" một lần lặp trong vòng lặp.
Break
Bạn đã thấy câu lệnh break được sử dụng trong một chương trước.
Nó được sử dụng để ""nhảy ra"" câu lệnh switch ().
Câu lệnh break cũng có thể được sử dụng để nhảy ra khỏi vòng lặp.
Câu lệnh break phá vỡ vòng lặp và tiếp tục thực thi mã sau vòng lặp (nếu có):
```js
for(i=0;i<10;i++){if(i===3){break;}text+=""The number is ""+i+“\n”;}/*
Output
The number is 0
The number is 1
The number is 2
*/
```
Continue
Câu lệnh continue phá vỡ một lần lặp (trong vòng lặp), nếu một điều kiện được chỉ định xảy ra và tiếp tục với lần lặp tiếp theo trong vòng lặp.
Ví dụ sau ta bỏ qua giá trị 3:
```js
for(i=0;i<10;i++){if(i===3){continue;}text+=""The number is ""+i+""\n"";}/*
Output
The number is 0
The number is 1
The number is 2
The number is 4
The number is 5
The number is 6
The number is 7
The number is 8
The number is 9
*/
```"
127,Array.find() and Array.findIndex(),Bài tập,"Cho 1 mảng số tự nhiên
data
. Tìm ra số dương đầu tiên trong mảng và in ra chỉ mục và giá trị với định dạng ""{index} {value}""
Ngoài ra, in ra ""No result"" Nếu không có số dương nào trong mảng
Ví dụ
:
data = [-1, -2, 3, 4,-5];
Print:
""2 3""
data = [-1, 2, 3, 4,-5];
Print:
""1 2""
data = [-1, -2];
Print:
""No result""
Đầu vào
: data
Đầu ra
: số dương đầu tiên trong mảng
data = [-1, -2, 3, 4,-5];
Print:
""2 3""
data = [-1, 2, 3, 4,-5];
Print:
""1 2""
data = [-1, -2];
Print:
""No result"""
128,Array.find() and Array.findIndex(),Gợi ý,"Đọc phần lý thuyết để biết về
Array.find()
và
Array.findIndex()"
129,Array.find() and Array.findIndex(),Lý thuyết,"Sinh viên hiểu về
Array.find()
,
Array.findIndex()
và cách sử dụng nó trong thực tế.
Phương thức
find()
trả về giá trị của phần tử đầu tiên trong mảng thỏa mãn hàm kiểm tra được cung cấp. Nếu không, không xác định được trả lại.
Cú pháp
```js
arr.find(callback(element[,index[,array]])[,thisArg])
```
callback
:
Một hàm để kiểm tra cho từng phần tử, lấy ba đối số:
element
: Phần tử hiện tại đang được xử lý trong mảng.
index
(Optional): Chỉ mục của phần tử hiện tại đang được xử lý trong mảng.
array
(Optional): Các mảng được gọi theo.
thisArg
:
Một giá trị để sử dụng như thế này khi thực hiện callback.
Ví dụ
:
```js
vararray1=[5,12,8,130,44];varfound=array1.find(function(element){returnelement>10;});console.log(found);// expected output: 12
```
Phương thức
findIndex()
trả về chỉ mục của phần tử đầu tiên trong mảng thỏa mãn hàm kiểm tra được cung cấp. Mặt khác, nó trả về -1, chỉ ra rằng không có phần tử nào vượt qua bài kiểm tra.
Cú pháp
:
```js
arr.findIndex(callback(element[,index[,array]])[,thisArg])
```
callback
:
Một hàm để kiểm tra cho từng phần tử, lấy ba đối số:
element
: Phần tử hiện tại đang được xử lý trong mảng.
index
(Optional): Chỉ mục của phần tử hiện tại đang được xử lý trong mảng.
array
(Optional): Các mảng được gọi theo.
thisArg
:
Một giá trị để sử dụng như thế này khi thực hiện callback.
Ví dụ
:
```js
vararray1=[5,12,8,130,44];functionisLargeNumber(element){returnelement>13;}console.log(array1.findIndex(isLargeNumber));// expected output: 3
```"
130,Array.join(),Bài tập,"Cho mảng
data
. Ghép và in tất cả các phần tử trong mảng dc ngăn cách nhau với dấu phảy và ký tự cách => "", ""
Ví dụ
:
data = [""A"", ""B"", ""C""];
Print: ""
A, B, C
""
data = [1, 2, 3];
Print: ""
1, 2, 3
""
Đầu vào
: datas
Đầu ra
: Ghép và in tất cả các phần tử trong mảng dc ngăn cách nhau với dấu phảy và ký tự cách => "", ""
data = [""A"", ""B"", ""C""];
Print: ""
A, B, C
""
data = [1, 2, 3];
Print: ""
1, 2, 3
"""
131,Array.join(),Gợi ý,"Đọc phần lý thuyết để hiểu về
Array.join()"
132,Array.join(),Lý thuyết,"Sinh viên hiểu về
Array.join()
và cách sử dụng nó trong thực tế.
Phương thức join() tạo và trả về một chuỗi mới bằng cách nối tất cả các phần tử trong một mảng (hoặc một đối tượng giống như mảng), được phân tách bằng dấu phẩy hoặc chuỗi phân tách được chỉ định. Nếu mảng chỉ có một mục, thì mục đó sẽ được trả về mà không cần sử dụng dấu phân cách.
Cú pháp
```js
vararray_in_string=arr.join([separator]);
```
separator
(tùy chọn)
:
Là một chuỗi xác định dùng để ngăn cách các phần tử liền kề của mảng. Nếu bỏ qua, các phần tử sẽ được ngăn cách bởi dấu phẩy ("",""). Nếu là một chuỗi rỗng, các phần tử sẽ nối với nhau mà không có bất kì ký tự nào ngăn cách chúng.
Ví dụ
```js
vara=['Wind','Water','Fire'];a.join();// 'Wind,Water,Fire'a.join(', ');// 'Wind, Water, Fire'a.join(' + ');// 'Wind + Water + Fire'a.join('');// 'WindWaterFire'
```"
133,Array.sort(),Bài tập,"Cho 1 mảng số tự nhiên
data
. Viết chương trình để sắp xếp mảng theo giá trị và in ra mảng mới đã sắp xếp
Ví dụ
:
Cho
data = [1, 5, 2, 6, 8];
In ra:
[1, 2, 5, 6, 8]
Cho
data = [1, 5, 2, 6, 8];
In ra:
[1, 2, 5, 6, 8]
Đầu vào
: data
Đầu ra
: in ra mảng đã sắp xếp"
134,Array.sort(),Gợi ý,"Đọc phần lý thuyết để biết về
Array.sort()"
135,Array.sort(),Lý thuyết,"Sinh viên hiểu về
Array.sort()
và cách sử dụng nó trong thực tế.
Phương thức sort() sẽ sắp xếp các phần tử của mảng ngay tại chỗ (in place) và trả về mảng đó. Kết quả sắp xếp có thể không ổn định (stable). Cách sắp xếp mặc định là theo Unicode code point của chuỗi.
Độ phức tạp về thời gian và không gian của thuật toán sắp xếp sẽ tùy vào cách hiện thực.
Cú pháp
```js
arr.sort([compareFunction]);
```
compareFunction
(không bắt buộc)
Hàm dùng để xác định thứ tự sắp xếp. Nếu bỏ qua, mảng sẽ được sắp xếp dựa vào giá trị Unicode code point của từng ký tự của chuỗi được chuyển đổi từ giá trị của phần tử.
Mô tả
Nếu không truyền
compareFunction
vào, các phần tử sẽ được sẽ được quy đổi về chuỗi kí tự và được so sánh dựa trên thứ tự của chuỗi kí tự đó trong bảng mã Unicode. Chẳng hạn, ""Banana"" đứng trước ""Cherry"". Còn nếu so sánh số học, 9 đứng trước 80, nhưng bởi vì các chữ số đã được quy đổi về chuỗi kí tự, nên ""80"" sẽ đứng trước ""9"" theo bảng mã Unicode.
Nếu truyền
compareFunction
vào, phần tử của mảng sẽ được sắp xếp dựa theo giá trị trả về của hàm so sánh. Nếu
a
và
b
là hai phần tử được so sánh, thì:
- Nếu
compareFunction(a, b)
trả về nhỏ hơn 0, đặt chỉ số cho
a
nhỏ hơn so với chỉ số của
b
, tức là để
a
lên trước.
- Nếu
compareFunction(a, b)
trả về 0, giữ nguyên
a
và
b
, nhưng tiếp tục so sánh lần lượt các phần tử khác của mảng. Chú ý: quy định của ECMAscript không đảm bảo hành vi này, tương tự đối với tất cả các trình duyệt (ví dụ các phiên bản của Mozilla từ 2003).
- Nếu
compareFunction(a, b)
trả về lớn hơn 0, đặt chỉ số của
b
nhỏ hơn chỉ số của
a
, tức là để
b
lên trước.
-
compareFunction(a, b)
luôn phải trả về cùng một giá trị với mỗi cặp phần tử a và b. Nếu kết quả trả về không nhất quán thì thứ tự sắp xếp sẽ không xác định.

Ví dụ đơn giản cho hàm so sánh:
```js
functioncompare(a,b){if(a nhỏ hơn b){return-1;}if(a lớn hơn b){return1;}// a bằng breturn0;}
```
Để so sánh giữa các số, chỉ cần lấy
a
trừ cho
b
. Hàm dưới đây sẽ sắp xếp mảng theo chiều tăng dần (nếu mảng không chứa
Infinity
và
NaN
):
```js
varnumbers=[4,2,5,1,3];numbers.sort(function(a,b){returna-b;});console.log(numbers);// [1, 2, 3, 4, 5]
```
Các Object cũng có thể được sắp xếp với một trong những thuộc tính của chúng.
```js
varitems=[{name:'Edward',value:21},{name:'Sharpe',value:37},{name:'And',value:45},{name:'The',value:-12},{name:'Magnetic',value:13},{name:'Zeros',value:37}];// ?sắp xếp theo value (giá trị)items.sort(function(a,b){returna.value-b.value;});// sắp xếp theo name (tên)items.sort(function(a,b){varnameA=a.name.toUpperCase();// bỏ qua hoa thườngvarnameB=b.name.toUpperCase();// bỏ qua hoa thườngif(nameA<nameB){return-1;}if(nameA>nameB){return1;}// name trùng nhaureturn0;});
```"
136,Array.filter(),Bài tập,"Cho 1 mảng số tự nhiên
datas
. Lấy tất cả các số dương thành 1 mảng mới và in ra nó
Ví dụ
:
datas = [1,- 2, 3, 4,-5];
in ra:
[1, 3, 4]
Đầu vào
: datas
Đầu ra
: mảng các số dương
datas = [1,- 2, 3, 4,-5];
in ra:
[1, 3, 4]"
137,Array.filter(),Gợi ý,"Đọc phần lý thuyết sau để hiểu về
Array.filter()"
138,Array.filter(),Lý thuyết,"Sinh viên hiểu về
Array.filter()
và cách sử dụng nó trong thực tế.
Phương thức
filter()
tạo ra một mảng mới với tất cả các phần tử vượt qua kiểm tra được thực hiện bởi hàm được cung cấp.
Ví dụ
```js
functionisBigEnough(value){returnvalue>=10;}vararray1=[12,5,8,130,44];varfiltered=array1.filter(isBigEnough);// output: [12, 130, 44]
```
Cú pháp
```js
varnewArray=arr.filter(callback(element[,index[,array]])[,thisArg])
```
callback:
Một hàm để kiểm tra cho từng phần tử, lấy ba đối số:
element
: Phần tử hiện tại đang được xử lý trong mảng.
index
(Optional): Chỉ mục của phần tử hiện tại đang được xử lý trong mảng.
array
(Optional): Các mảng được gọi theo.
thisArg:
Một giá trị để sử dụng như thế này khi thực hiện callback.
filter()
sẽ thực thi hàm callback trên từng phần tử của mảng, và xây dựng một mảng mới với các phần tử mà giá trị trả về của callback nếu ép kiểu sẽ mang giá trị true. callback chỉ được thực thi tại những chỉ mục (index) của mảng mà chúng được gán giá trị; nó không được thực thi tại chỉ mục đã bị xóa hoặc chưa từng được gán giá trị. Những phần tử không thỏa điều kiện tại hàm thử callback sẽ bị bỏ qua, không được cho vào mảng mới."
139,Array.indexOf() and Array.lastIndexOf(),Bài tập,"Cho 1 mảng số tự nhiên
data
. tìm và in ra chỉ mục đầu tiên của giá trị 2 và chỉ mục cuối cùng của giá trị 2 trong mảng
Ví dụ
:
data = [-1, 2, 3, 4, 2, 6];
Print: ""
1 4
""
data = [0, 6];
Print: ""
No result
""
Đầu vào
: datas
Đầu ra
: chỉ mục đầu tiên của giá trị 2 và chỉ mục cuối cùng của giá trị 2
data = [-1, 2, 3, 4, 2, 6];
Print: ""
1 4
""
data = [0, 6];
Print: ""
No result
"""
140,Array.indexOf() and Array.lastIndexOf(),Gợi ý,"Đọc phần lý thuyết để hiểu về
Array.indexOf()
và
Array.lastIndexOf()"
141,Array.indexOf() and Array.lastIndexOf(),Lý thuyết,"Sinh viên hiểu về
Array.indexOf()
,
Array.lastIndexOf()
và cách sử dụng nó trong thực tế.
Phương thức
indexOf()
trả về chỉ mục đầu tiên mà tại đó một phần tử đã cho có thể được tìm thấy trong mảng hoặc -1 nếu không có.
Cú pháp
:
```js
arr.indexOf(searchElement[,fromIndex])
```
searchElement:
Phần tử cần tìm trong mảng.
fromIndex
(Optional): Vị trí index nơi bắt đầu tìm kiếm. Nếu index lớn hơn hoặc bằng số phần tử trong mảng,
-1
sẽ được trả về, việc tìm kiếm sẽ không xảy ra. Nếu giá trị
fromIndex
là một số âm, vị trí index được tính từ cuối mảng. Lưu ý: cho dù
fromIndex
là số âm, kết quả tìm kiếm vẫn tính từ đầu mảng trở về sau. Nếu index bằng 0, cả mảng sẽ được tìm kiếm. Mặc định: 0 (cả mảng sẽ được tìm kiếm)
Ví dụ
:
```js
varbeasts=['ant','bison','camel','duck','bison'];console.log(beasts.indexOf('bison'));// expected output: 1// start from index 2console.log(beasts.indexOf('bison',2));// expected output: 4console.log(beasts.indexOf('giraffe'));// expected output: -1
```
Phương thức
lastIndexOf()
trả về chỉ mục cuối cùng mà tại đó một phần tử đã cho có thể được tìm thấy trong mảng hoặc -1 nếu không có. Mảng được tìm kiếm ngược, bắt đầu từ fromIndex.
Cú pháp:
```js
arr.lastIndexOf(searchElement[,fromIndex])
```
searchElement:
Phần tử cần tìm trong mảng.
fromIndex
(Optional): Vị trí index nơi bắt đầu tìm kiếm. Nếu index lớn hơn hoặc bằng số phần tử trong mảng,
-1
sẽ được trả về, việc tìm kiếm sẽ không xảy ra. Nếu giá trị
fromIndex
là một số âm, vị trí index được tính từ cuối mảng. Lưu ý: cho dù
fromIndex
là số âm, kết quả tìm kiếm vẫn tính từ đầu mảng trở về sau. Nếu index bằng 0, cả mảng sẽ được tìm kiếm. Mặc định: 0 (cả mảng sẽ được tìm kiếm)
Ví dụ
:
```js
varanimals=['Dodo','Tiger','Penguin','Dodo'];console.log(animals.lastIndexOf('Dodo'));// expected output: 3console.log(animals.lastIndexOf('Tiger'));// expected output: 1varnumbers=[2,5,9,2];numbers.lastIndexOf(2);// 3numbers.lastIndexOf(7);// -1numbers.lastIndexOf(2,3);// 3numbers.lastIndexOf(2,2);// 0numbers.lastIndexOf(2,-2);// 0numbers.lastIndexOf(2,-1);// 3
```"
142,Array.concat(),Bài tập,"Cho 2 mảng a và b. Gộp a vào b và in ra mảng b mới
Ví dụ
:
```js
a = ['a', 'b', 'c'];
b = [1, 2, 3];
```
In ra:
[ 1, 2, 3, 'a', 'b', 'c' ]
Đầu vào
: a và b
Đầu ra
: Gộp a vào b và in ra mảng b mới"
143,Array.concat(),Gợi ý,"Đọc phần lý thuyết để hiểu về
Array.concat()"
144,Array.concat(),Lý thuyết,"Sinh viên hiểu về
Array.concat()
và cách sử dụng chúng trong thực tế
Phương thức
concat()
dùng để kết nối 2 hay nhiều mảng với nhau. Phương thức này không làm thay đổi các mảng đã có mà thay vào đó sẽ trả về 1 mảng mới.
```js
varnew_array=old_array.concat([value1[,value2[,...[,valueN]]]])
```
```js
vararray1=['a','b','c'];vararray2=['d','e','f'];varnew_array=array1.concat(array2);console.log(new_array);// output: [""a"", ""b"", ""c"", ""d"", ""e"", ""f""]// orvarnum1=[1,2,3],num2=[4,5,6],num3=[7,8,9];varnums=num1.concat(num2,num3);console.log(nums);// output: [1, 2, 3, 4, 5, 6, 7, 8, 9]
```"
145,Array.includes(),Bài tập,"Cho 1 mảng số tự nhiên
data
. In ra ""
Yes
"" nếu mảng có phần tử có giá trị ""
5
"". Nếu không in ra ""
No
""
Ví dụ
:
data = [1, 2, 3, 4, 6];
Print: ""
No
""
data = [1, 2, 3, 5, 6];
Print: ""
Yes
""
data = [1, 2, 3, 4, 6];
Print: ""
No
""
data = [1, 2, 3, 5, 6];
Print: ""
Yes
""
Đầu vào
: data
Đầu ra
: ""Yes"" hoạc ""No"""
146,Array.includes(),Gợi ý,"Đọc phần lý thuyết để biết về
Array.includes()"
147,Array.includes(),Lý thuyết,"Sinh viên hiểu về
Array.includes()
và cách sử dụng nó trong thực tế.
Phương thức
include()
xác định xem một mảng có bao gồm một giá trị nhất định trong số các mục nhập của nó hay không, trả về
true
hoặc
false
khi thích hợp.
Cú pháp
```js
arr.includes(valueToFind[,fromIndex])
```
valueToFind:
Giá trị muốn kiểm tra.
fromIndex
(Tùy chọn): Vị trí trong mảng để bắt đầu tìm kiếm valueToFind; đầu tìm kiếm tại fromIndex khi fromIndex mang giá trị dương, hoặc tại array.length + fromIndex khi fromIndex mang giá trị âm (sử dụng giá trị tuyệt đối của fromIndex làm số lượng kí tự tính từ cuối mảng làm vị trí bắt đầu). Giá trị mặc định là 0.
Ví dụ
```js
vararray1=[1,2,3];console.log(array1.includes(2));// output: truevarpets=['cat','dog','bat'];console.log(pets.includes('cat'));// output: trueconsole.log(pets.includes('at'));// output: false
```
Ví dụ với fromIndex
```js
[1,2,3].includes(2);// true[1,2,3].includes(3);// true[1,2,3].includes(3,3);// false[1,2,3].includes(3,-1);// true
```"
148,Array.reverse(),Bài tập,"Cho mảng
data
. Đảo ngước các phần tử của mảng và in ra mảng mới
Ví dụ:
data = [""A"", ""B"", ""C""];
In ra:
[""C"", ""B"", ""A""]
Đầu vào
: data
Đầu ra
: In ra mảng mới"
149,Array.reverse(),Gợi ý,"Đọc phần lý thuyết để hiểu về
Array.reverse()"
150,Array.reverse(),Lý thuyết,"Sinh viên hiểu về
Array.reverse()
và cách sử dụng nó trong thực tế.
Phương thức
reverse()
đảo ngược thứ tự của chính mảng đó. Phần tử đầu tiên của mảng trở thành phần tử cuối và ngược lại, phần tử cuối trở thành phần tử đầu tiên của mảng.
Cú pháp
```js
arr.reverse()
```
Ví dụ
:
```js
vararray1=['one','two','three'];console.log('array1: ',array1);// expected output: Array ['one', 'two', 'three']varreversed=array1.reverse();console.log('reversed: ',reversed);// expected output: Array ['three', 'two', 'one']/* Careful: reverse is destructive. It also changes
the original array */console.log('array1: ',array1);// expected output: Array ['three', 'two', 'one']​
```"
151,Array.every(),Bài tập,"Cho 1 mảng các số tự nhiên
datas
. In ra
""Yes""
Nếu tất cả các phần từ của mạng là số chẵn
Nếu không in ra
""No""
Ví dụ
:
data = [1, 2, 3, 4, 5];
In ra:
""No""
data = [2, 4, 6];
In ra:
""Yes""
Đầu vào
: data
Đầu ra
:
""Yes""
hoạc
""No""
data = [1, 2, 3, 4, 5];
In ra:
""No""
data = [2, 4, 6];
In ra:
""Yes"""
152,Array.every(),Gợi ý,"Đọc phần lý thuyết để hiểu về
Array.every()"
153,Array.every(),Lý thuyết,"Sinh viên hiểu về
Array.every()
và cách sử dụng nó trong thực tế.
Phương thức
every()
kiểm tra xem tất cả các phần tử trong mảng có vượt qua kiểm tra được thực hiện bởi hàm được cung cấp hay không. Nó trả về giá trị Boolean.
Ví dụ:
```js
functionisBelowThreshold(currentValue){returncurrentValue<40;}vararray1=[1,30,39,29,10,13];console.log(array1.every(isBelowThreshold));// expected output: true
```
Cú pháp
```js
arr.every(callback(element[,index[,array]])[,thisArg])
```
callback:
Một hàm để kiểm tra cho từng phần tử, lấy ba đối số:
element
: Phần tử hiện tại đang được xử lý trong mảng.
index
(Optional): Chỉ mục của phần tử hiện tại đang được xử lý trong mảng.
array
(Optional): Các mảng được gọi theo.
thisArg:
Một giá trị để sử dụng như thế này khi thực hiện callback.
Mỗi phương thức thực thi hàm gọi lại được cung cấp một lần cho mỗi phần tử có trong mảng cho đến khi nó tìm thấy hàm trong đó gọi lại trả về giá trị false. Nếu một phần tử như vậy được tìm thấy, mọi phương thức ngay lập tức trả về false. Mặt khác, nếu hàm callback trả về một giá trị true cho tất cả các phần tử,  phương thức every sẽ trả về true.
Ví dụ:
Ví dụ sau kiểm tra xem tất cả các phần tử trong mảng có lớn hơn 10 không.
```js
functionisBigEnough(element,index,array){returnelement>=10;}[12,5,8,130,44].every(isBigEnough);// false[12,54,18,130,44].every(isBigEnough);// true
```"
154,Array.forEach(),Bài tập,"Cho 1 mảng số tự nhiên
data
. Sử dụng
Array.forEach()
để in ra tất cả các phần tử chia hết cho 5 của mảng
Ví dụ
:
data = [1, 5, 30, 26];
in ra
5
30
Đầu vào
: data
data = [1, 5, 30, 26];
in ra
5
30
```js
530
```

Đầu ra
: in ra tất cả các phần tử của mảng"
155,Array.forEach(),Gợi ý,"Đọc phần lý thuyết để biết về
Array.forEach()"
